HMDB,a.mode,metabolite,Symbol,Uniprot,type(a),ProtName,pubchem,CellLoc,TissueLoc,BSLoc,metabolite_subclass,a.combined_score,a.experiment,a.database,a.prediction,a.textmining
"""HMDB0000220""","""activation""","""Palmitic acid""","""GALR2""","""uniprot:O43603""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0000176""","""activation""","""Maleic acid""","""SUCNR1""","""uniprot:Q9BXA5""","""CellinkerMetaboliteReceptor""",null,444266,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Fibroblasts"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Feces"", ""Urine""]","""Dicarboxylic acids and derivatives""",null,null,null,null,null
"""HMDB0000112""","""activation""","""gamma-Aminobutyric acid""","""GABRB2""","""uniprot:P47870""","""CellphoneMetaboliteReceptor""",null,119,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000112""","""activation""","""gamma-Aminobutyric acid""","""GABRB2""","""uniprot:P47870""","""StitchMetaboliteReceptor""",null,119,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amino acids, peptides, and analogues""",980,0,522,900,624
"""HMDB0000112""","""activation""","""gamma-Aminobutyric acid""","""GABRB2""","""uniprot:P47870""","""NeuronchatMetaboliteReceptor""",null,119,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""CellinkerMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""CellphoneMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""CellphoneMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""CellphoneMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""CellphoneMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""ScconnectMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,null,null,null,null,null
"""HMDB0000073""","""binding""","""Dopamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,681,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Benzenediols""",952,0,274,900,376
"""HMDB0000273""","""binding""","""Thymidine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5789,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Pyrimidine 2'-deoxyribonucleosides""",577,0,577,0,0
"""HMDB0000295""","""binding""","""Uridine 5'-diphosphate""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,6031,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","[""Blood""]","""Pyrimidine ribonucleotides""",556,0,556,0,0
"""HMDB0000045""","""binding""","""Adenosine monophosphate""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,6083,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Purine ribonucleotides""",571,0,483,0,193
"""HMDB0000975""","""binding""","""Trehalose""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,7427,"[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",391,0,322,0,127
"""HMDB0014323""","""binding""","""Valsartan""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000050""","""binding""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,999,0,898,900,952
"""HMDB0014844""","""binding""","""Tamsulosin""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,129211,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenethylamines""",325,0,325,0,0
"""HMDB0000169""","""binding""","""D-Mannose""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0000216""","""binding""","""Norepinephrine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,439260,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Benzenediols""",931,0,249,900,137
"""HMDB0008923""","""binding""","""PE(16:0/16:0)""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,445468,"[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""Glycerophosphoethanolamines""",322,0,322,0,0
"""HMDB0000674""","""binding""","""PA(16:0/16:0)""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,446066,"[""Extracellular"", ""Membrane""]",null,"[""Blood""]","""Glycerophosphates""",322,0,322,0,0
"""HMDB0036565""","""binding""","""beta-Ionone""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,638014,"[""Extracellular"", ""Membrane""]",null,"[""Saliva""]","""Sesquiterpenoids""",322,0,322,0,0
"""HMDB0001358""","""binding""","""Retinal""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,638015,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""Retinoids""",322,0,322,0,0
"""HMDB0001220""","""binding""","""Prostaglandin E2""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",934,0,309,900,103
"""HMDB0001442""","""binding""","""Prostaglandin E1""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5280723,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""Eicosanoids""",271,0,271,0,0
"""HMDB0004080""","""binding""","""Anandamide""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5281969,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Amines""",324,0,211,0,168
"""HMDB0000990""","""binding""","""Acetaldehyde""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,177,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbonyl compounds""",322,0,322,0,0
"""HMDB0000073""","""binding""","""Dopamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,681,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Benzenediols""",952,0,274,900,377
"""HMDB0000123""","""binding""","""Glycine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,750,"[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",335,0,283,0,100
"""HMDB0000870""","""binding""","""Histamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",935,0,204,900,236
"""HMDB0000220""","""binding""","""Palmitic acid""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0014466""","""binding""","""Amitriptyline""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2160,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0014683""","""binding""","""Amoxapine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2170,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzoxazepines""",214,0,214,0,0
"""HMDB0015267""","""binding""","""Carvedilol""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2585,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Carbazoles""",274,0,274,0,0
"""HMDB0014620""","""binding""","""Chlorpromazine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2726,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",267,0,267,0,0
"""HMDB0014677""","""binding""","""Ciprofloxacin""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2764,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Quinoline carboxylic acids""",282,0,282,0,0
"""HMDB0015477""","""binding""","""Clenbuterol""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2783,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Halobenzenes""",276,0,276,0,0
"""HMDB0015282""","""binding""","""Desipramine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,2995,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzazepines""",280,0,280,0,0
"""HMDB0014328""","""binding""","""Amphetamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,3007,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""Phenethylamines""",809,0,275,700,176
"""HMDB0040987""","""binding""","""(-)-Morphine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,4253,"[""Cytoplasm"", ""Extracellular""]",null,null,null,438,101,332,0,116
"""HMDB0014680""","""binding""","""Nortriptyline""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,4543,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0015070""","""binding""","""Oxymetazoline""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,4636,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Xylenes""",270,0,270,0,0
"""HMDB0014600""","""binding""","""Prazosin""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,4893,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",366,0,366,0,0
"""HMDB0000259""","""binding""","""Serotonin""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5202,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Tryptamines and derivatives""",928,0,310,900,0
"""HMDB0000827""","""binding""","""Stearic acid""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5281,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",800,0,800,0,0
"""HMDB0014794""","""binding""","""Trazodone""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,5533,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",209,0,209,0,0
"""HMDB0031404""","""binding""","""Cyclohexylamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,7965,"[""Cytoplasm"", ""Extracellular""]",null,"[""Blood"", ""Feces""]","""Cyclohexylamines""",307,0,307,0,0
"""HMDB0015559""","""binding""","""Thioproperazine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,9429,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",275,0,275,0,0
"""HMDB0032477""","""binding""","""Polyoxyethylene 40 monostearate""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,24762,"[""Extracellular"", ""Membrane""]",null,null,"""Fatty acid esters""",287,0,287,0,0
"""HMDB0014940""","""binding""","""Alfentanil""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,51263,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Anilides""",273,0,273,0,0
"""HMDB0013657""","""binding""","""2-Arachidonyl Glycerol ether""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,6483057,"[""Extracellular"", ""Membrane""]",null,null,null,205,0,205,0,0
"""HMDB0014323""","""activation""","""Valsartan""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000050""","""activation""","""Adenosine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,999,0,898,900,952
"""HMDB0000870""","""activation""","""Histamine""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",935,0,204,900,236
"""HMDB0000220""","""activation""","""Palmitic acid""","""ADORA2A""","""uniprot:P29274""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0006284""","""binding""","""L-2,4-diaminobutyric acid""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,134490,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",428,0,428,0,0
"""HMDB0000169""","""binding""","""D-Mannose""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",439,0,439,0,0
"""HMDB0000134""","""binding""","""Fumaric acid""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,444972,"[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Placenta"", ""Prostate""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Dicarboxylic acids and derivatives""",428,0,428,0,0
"""HMDB0015397""","""binding""","""Sunitinib""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,5329102,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Indolines""",589,0,512,0,180
"""HMDB0033934""","""binding""","""beta-Sitostenone""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,222,"[""Extracellular"", ""Membrane""]",null,null,null,428,0,428,0,0
"""HMDB0000094""","""binding""","""Citric acid""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,311,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""All Tissues"", ""Placenta"", ""Prostate""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Tricarboxylic acids and derivatives""",800,0,800,0,0
"""HMDB0001448""","""binding""","""Sulfate""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,1117,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Non-metal sulfates""",800,0,800,0,0
"""HMDB0041130""","""binding""","""24-Epibrassinolide""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,3239,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Steroid lactones""",339,0,339,0,0
"""HMDB0015175""","""binding""","""Thalidomide""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,5426,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Isoindolines""",854,0,0,800,295
"""HMDB0015397""","""inhibition""","""Sunitinib""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,5329102,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Indolines""",589,0,512,0,180
"""HMDB0015175""","""inhibition""","""Thalidomide""","""FGFR2""","""uniprot:P21802""","""StitchMetaboliteReceptor""",null,5426,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Isoindolines""",854,0,0,800,295
"""HMDB0000131""","""binding""","""Glycerol""","""ADGRG4""","""uniprot:Q8IZF6""","""StitchMetaboliteReceptor""",null,753,"[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",545,0,545,0,0
"""HMDB0001448""","""binding""","""Sulfate""","""ADGRG4""","""uniprot:Q8IZF6""","""StitchMetaboliteReceptor""",null,1117,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Non-metal sulfates""",545,0,545,0,0
