HMDB,MetName,Symbol,CellLoc,TissueLoc,BiospecLoc,Mode,Direction,Status,Uniprot,ProtName
"""HMDB0000538""","""Adenosine triphosphate""","""ADGRA2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0001341""","""ADP""","""ADGRA2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""All Tissues""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0000174""","""L-Fucose""","""ADGRA2""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0000131""","""Glycerol""","""ADGRA2""","[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0000588""","""Sodium""","""ADGRA2""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Kidney""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0010572""","""PG(16:0/18:0)""","""ADGRA2""","[""Extracellular"", ""Membrane""]","[""All Tissues""]",null,"""binding""",null,null,"""uniprot:Q96PE1""",null
"""HMDB0015364""","""Dexamethasone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014998""","""Prednisolone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000151""","""Estradiol""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014565""","""Spironolactone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000265""","""Liothyronine""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Neuron"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0001926""","""17a-Ethynylestradiol""","""NR2F6""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0001830""","""Progesterone""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0015489""","""Testosterone Propionate""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0015655""","""Methyltestosterone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000234""","""Testosterone""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Ovary"", ""Semen"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000053""","""Androstenedione""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Ovary"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014855""","""Norethindrone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014961""","""Ethynodiol Diacetate""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0015181""","""Fluocinonide""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014469""","""Fluorometholone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0002961""","""Dihydrotestosterone""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Hair"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Prostate"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014984""","""Flurandrenolide""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0003116""","""Stanozolol""","""NR2F6""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014972""","""Mifepristone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014326""","""Flunisolide""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000686""","""Isoursodeoxycholic acid""","""NR2F6""","[""Extracellular""]","[""Gall Bladder"", ""Intestine"", ""Kidney"", ""Liver""]","[""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000619""","""Cholic acid""","""NR2F6""","[""Extracellular""]","[""Intestine"", ""Kidney"", ""Liver"", ""Placenta"", ""Platelet"", ""Spleen""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0005036""","""Fluticasone propionate""","""NR2F6""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0001852""","""all-trans-Retinoic acid""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000207""","""Oleic acid""","""NR2F6""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Intestine"", ""Liver"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0001903""","""Calcitriol""","""NR2F6""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Feces""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0015353""","""Budesonide""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014687""","""Desoximetasone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000037""","""Aldosterone""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000374""","""17-Hydroxyprogesterone""","""NR2F6""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Testis""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000761""","""Lithocholic acid""","""NR2F6""","[""Extracellular""]","[""Intestine"", ""Liver""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0014452""","""Bexarotene""","""NR2F6""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P10588""",null
"""HMDB0000538""","""Adenosine triphosphate""","""GPR17""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:Q13304""",null
"""HMDB0001085""","""Leukotriene B4""","""GPR17""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Leukocyte"", ""Platelet""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""activation""",null,null,"""uniprot:Q13304""",null
"""HMDB0000538""","""Adenosine triphosphate""","""GPR17""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:Q13304""",null
"""HMDB0002200""","""Leukotriene E4""","""GPR17""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Smooth Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q13304""",null
"""HMDB0015364""","""Dexamethasone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014998""","""Prednisolone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000151""","""Estradiol""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014565""","""Spironolactone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000265""","""Liothyronine""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Neuron"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0001926""","""17a-Ethynylestradiol""","""NR2C1""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0001830""","""Progesterone""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0015489""","""Testosterone Propionate""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0015655""","""Methyltestosterone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000234""","""Testosterone""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Ovary"", ""Semen"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000053""","""Androstenedione""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Ovary"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014855""","""Norethindrone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014961""","""Ethynodiol Diacetate""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0015181""","""Fluocinonide""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014469""","""Fluorometholone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0002961""","""Dihydrotestosterone""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Hair"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Prostate"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014984""","""Flurandrenolide""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0003116""","""Stanozolol""","""NR2C1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014972""","""Mifepristone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014326""","""Flunisolide""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000686""","""Isoursodeoxycholic acid""","""NR2C1""","[""Extracellular""]","[""Gall Bladder"", ""Intestine"", ""Kidney"", ""Liver""]","[""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000619""","""Cholic acid""","""NR2C1""","[""Extracellular""]","[""Intestine"", ""Kidney"", ""Liver"", ""Placenta"", ""Platelet"", ""Spleen""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0005036""","""Fluticasone propionate""","""NR2C1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0001852""","""all-trans-Retinoic acid""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000207""","""Oleic acid""","""NR2C1""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Intestine"", ""Liver"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0001903""","""Calcitriol""","""NR2C1""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Feces""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0015353""","""Budesonide""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014687""","""Desoximetasone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000037""","""Aldosterone""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000374""","""17-Hydroxyprogesterone""","""NR2C1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Testis""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000761""","""Lithocholic acid""","""NR2C1""","[""Extracellular""]","[""Intestine"", ""Liver""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0014452""","""Bexarotene""","""NR2C1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P13056""",null
"""HMDB0000895""","""Acetylcholine""","""CHRNB3""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:Q05901""",null
"""HMDB0000273""","""Thymidine""","""SSTR5""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000975""","""Trehalose""","""SSTR5""","[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014323""","""Valsartan""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000050""","""Adenosine""","""SSTR5""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014844""","""Tamsulosin""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000169""","""D-Mannose""","""SSTR5""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000216""","""Norepinephrine""","""SSTR5""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0008923""","""PE(16:0/16:0)""","""SSTR5""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0001358""","""Retinal""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0001220""","""Prostaglandin E2""","""SSTR5""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0001442""","""Prostaglandin E1""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""binding""",null,null,"""uniprot:P35346""",null
