,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
9836,HMDB0003335,UCK1,producing,IDP,nan,unknown,nan,HmdbProductionDegradation
9835,HMDB0001532,UCK1,degrading,Deoxyadenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
9834,HMDB0001508,UCK1,producing,dADP,nan,unknown,nan,HmdbProductionDegradation
9833,HMDB0001440,UCK1,degrading,dGTP,nan,unknown,nan,HmdbProductionDegradation
9832,HMDB0000960,UCK1,producing,dGDP,nan,unknown,nan,HmdbProductionDegradation
9831,HMDB0001342,UCK1,degrading,Thymidine 5'-triphosphate,nan,unknown,nan,HmdbProductionDegradation
9830,HMDB0001274,UCK1,producing,dTDP,nan,unknown,nan,HmdbProductionDegradation
9828,HMDB0001245,UCK1,producing,dCDP,nan,unknown,nan,HmdbProductionDegradation
9825,HMDB0060396,UCK1,degrading,5-Fluorouridine,nan,unknown,nan,HmdbProductionDegradation
9824,HMDB0060397,UCK1,producing,5-Fluorouridine monophosphate,nan,unknown,nan,HmdbProductionDegradation
9803,HMDB0000169,MAN2A2,degrading,D-Mannose,nan,unknown,nan,HmdbProductionDegradation
9792,HMDB0000286,GYG1,degrading,Uridine diphosphate glucose,nan,unknown,nan,HmdbProductionDegradation
9837,HMDB0000189,UCK1,degrading,Inosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
9876,HMDB0001072,NDUFV2,degrading,Coenzyme Q10,nan,unknown,nan,HmdbProductionDegradation
9840,HMDB0000295,UCK1,producing,Uridine 5'-diphosphate,nan,unknown,nan,HmdbProductionDegradation
9841,HMDB0000285,UCK1,degrading,Uridine triphosphate,nan,unknown,nan,HmdbProductionDegradation
10332,HMDB0001338,ZDHHC23,degrading,Palmityl-CoA,nan,unknown,nan,HmdbProductionDegradation
10318,HMDB0060307,ACOX2,degrading,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",nan,unknown,nan,HmdbProductionDegradation
10315,HMDB0006895,ACOX2,degrading,"3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA",nan,unknown,nan,HmdbProductionDegradation
10443,HMDB0001430,MIF,degrading,L-Dopachrome,nan,unknown,nan,HmdbProductionDegradation
10442,HMDB0001253,MIF,producing,"5,6-Dihydroxyindole-2-carboxylic acid",nan,unknown,nan,HmdbProductionDegradation
10431,HMDB0001072,NDUFS1,degrading,Coenzyme Q10,nan,unknown,nan,HmdbProductionDegradation
10159,HMDB0002217,ABAT,producing,(S)-Methylmalonic acid semialdehyde,nan,unknown,nan,HmdbProductionDegradation
10129,HMDB0001043,PLA2G4F,degrading,Arachidonic acid,nan,unknown,nan,HmdbProductionDegradation
10128,HMDB0000673,PLA2G4F,degrading,Linoleic acid,nan,unknown,nan,HmdbProductionDegradation
10127,HMDB0001388,PLA2G4F,degrading,alpha-Linolenic acid,nan,unknown,nan,HmdbProductionDegradation
10215,HMDB0000538,DHX15,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
10093,HMDB0003345,G6PC2,producing,alpha-D-Glucose,nan,unknown,nan,HmdbProductionDegradation
10065,HMDB0000122,TREH,producing,D-Glucose,nan,unknown,nan,HmdbProductionDegradation
10064,HMDB0003345,TREH,producing,alpha-D-Glucose,nan,unknown,nan,HmdbProductionDegradation
10213,HMDB0001341,DHX15,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
10173,HMDB0001338,ZDHHC6,degrading,Palmityl-CoA,nan,unknown,nan,HmdbProductionDegradation
13487,HMDB0001043,PLA2G4E,degrading,Arachidonic acid,nan,unknown,nan,HmdbProductionDegradation
13523,HMDB0000939,PRMT1,degrading,S-Adenosylhomocysteine,nan,unknown,nan,HmdbProductionDegradation
16829,HMDB0001185,PRMT6,degrading,S-Adenosylmethionine,nan,unknown,nan,HmdbProductionDegradation
16828,HMDB0000939,PRMT6,degrading,S-Adenosylhomocysteine,nan,unknown,nan,HmdbProductionDegradation
16900,HMDB0013860,ALDH2,degrading,Chloroacetaldehyde,nan,unknown,nan,HmdbProductionDegradation
16899,HMDB0031331,ALDH2,producing,Chloroacetic acid,nan,unknown,nan,HmdbProductionDegradation
16901,HMDB0060457,ALDH2,producing,cis-3-Chloroacrylic acid,nan,unknown,nan,HmdbProductionDegradation
16916,HMDB0001345,ALDH2,degrading,4-Trimethylammoniobutanal,nan,unknown,nan,HmdbProductionDegradation
16915,HMDB0001161,ALDH2,producing,4-Trimethylammoniobutanoic acid,nan,unknown,nan,HmdbProductionDegradation
16914,HMDB0002217,ALDH2,degrading,(S)-Methylmalonic acid semialdehyde,nan,unknown,nan,HmdbProductionDegradation
16902,HMDB0060458,ALDH2,degrading,cis-3-Chloroallyl aldehyde,nan,unknown,nan,HmdbProductionDegradation
16909,HMDB0011653,ALDH2,producing,"17alpha,20alpha-Dihydroxypregn-4-en-3-one",nan,unknown,nan,HmdbProductionDegradation
16904,HMDB0060516,ALDH2,degrading,trans-3-Chloroallyl aldehyde,nan,unknown,nan,HmdbProductionDegradation
16903,HMDB0060515,ALDH2,producing,trans-3-Chloroacrylic acid,nan,unknown,nan,HmdbProductionDegradation
16723,HMDB0004472,CYP3A4,degrading,Eucalyptol,nan,unknown,nan,HmdbProductionDegradation
16726,HMDB0000733,CYP3A4,producing,Hyodeoxycholic acid,nan,unknown,nan,HmdbProductionDegradation
16725,HMDB0014659,CYP3A4,degrading,Albendazole,nan,unknown,nan,HmdbProductionDegradation
16724,HMDB0059609,CYP3A4,producing,albendazole S-oxide,nan,unknown,nan,HmdbProductionDegradation
16732,HMDB0001091,CYP3A4,producing,3-Hydroxyquinine,nan,unknown,nan,HmdbProductionDegradation
16591,HMDB0007788,PNPLA4,degrading,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
16758,HMDB0001397,PDE4B,producing,Guanosine monophosphate,nan,unknown,nan,HmdbProductionDegradation
16763,HMDB0000853,NAGA,degrading,N-Acetyl-b-D-galactosamine,nan,unknown,nan,HmdbProductionDegradation
16744,HMDB0059654,DNPH1,degrading,Deoxyribose 5-monophosphate,nan,unknown,nan,HmdbProductionDegradation
16741,HMDB0000561,BCO1,degrading,beta-Carotene,nan,unknown,nan,HmdbProductionDegradation
16739,HMDB0001358,BCO1,producing,Retinal,nan,unknown,nan,HmdbProductionDegradation
16738,HMDB0060443,BCO1,degrading,"beta-Carotene-15,15'-epoxide",nan,unknown,nan,HmdbProductionDegradation
16736,HMDB0060340,BCO1,producing,"15,15'-Dihydroxy-beta-carotene",nan,unknown,nan,HmdbProductionDegradation
16735,HMDB0014611,CYP3A4,degrading,Quinine,nan,unknown,nan,HmdbProductionDegradation
16919,HMDB0006804,ALDH2,producing,Propynoic acid,nan,unknown,nan,HmdbProductionDegradation
16920,HMDB0006803,ALDH2,degrading,2-Propyn-1-al,nan,unknown,nan,HmdbProductionDegradation
17157,HMDB0060410,PTS,producing,"6-Carboxy-5,6,7,8-tetrahydropterin",nan,unknown,nan,HmdbProductionDegradation
17156,HMDB0000990,PTS,producing,Acetaldehyde,nan,unknown,nan,HmdbProductionDegradation
17152,HMDB0059654,DERA,degrading,Deoxyribose 5-monophosphate,nan,unknown,nan,HmdbProductionDegradation
17135,HMDB0059611,CRYM,degrading,Thiomorpholine 3-carboxylate,nan,unknown,nan,HmdbProductionDegradation
17131,HMDB0000243,FAHD1,degrading,Pyruvic acid,nan,unknown,nan,HmdbProductionDegradation
17130,HMDB0060371,FAHD1,degrading,3-Fumarylpyruvate,nan,unknown,nan,HmdbProductionDegradation
17129,HMDB0000134,FAHD1,producing,Fumaric acid,nan,unknown,nan,HmdbProductionDegradation
17181,HMDB0007788,LIPC,degrading,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
17201,HMDB0000538,DDX20,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17199,HMDB0001341,DDX20,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
16935,HMDB0060365,ALDH2,degrading,"2,5-Dioxopentanoate",nan,unknown,nan,HmdbProductionDegradation
16933,HMDB0000208,ALDH2,producing,Oxoglutaric acid,nan,unknown,nan,HmdbProductionDegradation
17105,HMDB0006796,NUDT2,degrading,"P1,P4-Bis(5'-uridyl) tetraphosphate",nan,unknown,nan,HmdbProductionDegradation
17104,HMDB0000285,NUDT2,producing,Uridine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17103,HMDB0000288,NUDT2,producing,Uridine 5'-monophosphate,nan,unknown,nan,HmdbProductionDegradation
17101,HMDB0003834,NUDT2,degrading,"P1,P4-Bis(5'-xanthosyl) tetraphosphate",nan,unknown,nan,HmdbProductionDegradation
17100,HMDB0000293,NUDT2,producing,Xanthosine 5-triphosphate,nan,unknown,nan,HmdbProductionDegradation
17099,HMDB0001554,NUDT2,producing,Xanthylic acid,nan,unknown,nan,HmdbProductionDegradation
17064,HMDB0000538,TDRD9,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17062,HMDB0001341,TDRD9,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
16078,HMDB0006774,HSD3B1,degrading,"16a-Hydroxyandrost-4-ene-3,17-dione",nan,unknown,nan,HmdbProductionDegradation
16075,HMDB0006762,HSD3B1,producing,"17alpha,21-Dihydroxypregnenolone",nan,unknown,nan,HmdbProductionDegradation
16020,HMDB0003345,AGL,degrading,alpha-D-Glucose,nan,unknown,nan,HmdbProductionDegradation
16086,HMDB0000234,HSD3B1,degrading,Testosterone,nan,unknown,nan,HmdbProductionDegradation
15927,HMDB0040174,COMT,degrading,"4-Ethyl-1,2-benzenediol",nan,unknown,nan,HmdbProductionDegradation
15932,HMDB0003501,COMT,degrading,cis-Caffeic acid,nan,unknown,nan,HmdbProductionDegradation
15931,HMDB0000954,COMT,producing,Ferulic acid,nan,unknown,nan,HmdbProductionDegradation
15930,HMDB0013744,COMT,producing,2-Methoxy-4-vinylphenol,nan,unknown,nan,HmdbProductionDegradation
15929,HMDB0000423,COMT,degrading,"3,4-Dihydroxyhydrocinnamic acid",nan,unknown,nan,HmdbProductionDegradation
15928,HMDB0062121,COMT,producing,Dihydroferulic acid,nan,unknown,nan,HmdbProductionDegradation
15926,HMDB0040175,COMT,producing,4-Ethyl-2-methoxyphenol,nan,unknown,nan,HmdbProductionDegradation
15925,HMDB0001856,COMT,degrading,Protocatechuic acid,nan,unknown,nan,HmdbProductionDegradation
15924,HMDB0000484,COMT,producing,Vanillic acid,nan,unknown,nan,HmdbProductionDegradation
15923,HMDB0000957,COMT,degrading,Pyrocatechol,nan,unknown,nan,HmdbProductionDegradation
15922,HMDB0001398,COMT,producing,Guaiacol,nan,unknown,nan,HmdbProductionDegradation
15921,HMDB0030559,COMT,degrading,m-Trigallic acid,nan,unknown,nan,HmdbProductionDegradation
15920,HMDB0004215,COMT,degrading,"3,3',4'5-Tetrahydroxystilbene",nan,unknown,nan,HmdbProductionDegradation
15919,HMDB0030569,COMT,degrading,Swertiajaponin,nan,unknown,nan,HmdbProductionDegradation
16318,HMDB0000853,GALK2,degrading,N-Acetyl-b-D-galactosamine,nan,unknown,nan,HmdbProductionDegradation
16316,HMDB0059626,GALK2,producing,N-acetyl-alpha-D-galactosamine 1-phosphate,nan,unknown,nan,HmdbProductionDegradation
16315,HMDB0003449,GALK2,degrading,beta-D-Galactose,nan,unknown,nan,HmdbProductionDegradation
16313,HMDB0000286,GYG2,degrading,Uridine diphosphate glucose,nan,unknown,nan,HmdbProductionDegradation
16312,HMDB0000295,GYG2,degrading,Uridine 5'-diphosphate,nan,unknown,nan,HmdbProductionDegradation
16177,HMDB0060400,ADH1B,producing,"5-Phenyl-1,3-oxazinane-2,4-dione",nan,unknown,nan,HmdbProductionDegradation
16383,HMDB0007788,PNLIP,degrading,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
16344,HMDB0000538,KATNAL2,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
16342,HMDB0001341,KATNAL2,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
16340,HMDB0000538,RECQL4,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
16338,HMDB0001341,RECQL4,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
16182,HMDB0060433,ADH1B,degrading,Aldophosphamide,nan,unknown,nan,HmdbProductionDegradation
16181,HMDB0060432,ADH1B,producing,Alcophosphamide,nan,unknown,nan,HmdbProductionDegradation
16180,HMDB0060351,ADH1B,degrading,"2-Phenyl-1,3-propanediol monocarbamate",nan,unknown,nan,HmdbProductionDegradation
16179,HMDB0060366,ADH1B,producing,3-Carbamoyl-2-phenylpropionaldehyde,nan,unknown,nan,HmdbProductionDegradation
16178,HMDB0060389,ADH1B,degrading,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",nan,unknown,nan,HmdbProductionDegradation
16242,HMDB0007788,PNPLA3,degrading,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
16233,HMDB0000217,ART4,degrading,NADP,nan,unknown,nan,HmdbProductionDegradation
16221,HMDB0001311,HAGHL,producing,D-Lactic acid,nan,unknown,nan,HmdbProductionDegradation
17236,HMDB0001539,DDAH2,degrading,Asymmetric dimethylarginine,nan,unknown,nan,HmdbProductionDegradation
15917,HMDB0035883,COMT,degrading,2'-Hydroxyisoorientin,nan,unknown,nan,HmdbProductionDegradation
18016,HMDB0000939,ALKBH8,degrading,S-Adenosylhomocysteine,nan,unknown,nan,HmdbProductionDegradation
17993,HMDB0001062,AMDHD2,degrading,N-Acetyl-D-Glucosamine 6-Phosphate,nan,unknown,nan,HmdbProductionDegradation
17979,HMDB0060299,MGST2,producing,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene",nan,unknown,nan,HmdbProductionDegradation
18017,HMDB0001185,ALKBH8,degrading,S-Adenosylmethionine,nan,unknown,nan,HmdbProductionDegradation
17950,HMDB0060479,MGST2,producing,Glutathione episulfonium ion,nan,unknown,nan,HmdbProductionDegradation
17946,HMDB0060433,MGST2,degrading,Aldophosphamide,nan,unknown,nan,HmdbProductionDegradation
17945,HMDB0060387,MGST2,producing,4-Glutathionyl cyclophosphamide,nan,unknown,nan,HmdbProductionDegradation
17865,HMDB0001020,FMO2,degrading,"N,N-Dimethylaniline",nan,unknown,nan,HmdbProductionDegradation
17862,HMDB0001466,FMO2,producing,Dimethylaniline-N-oxide,nan,unknown,nan,HmdbProductionDegradation
17952,HMDB0060334,MGST2,degrading,"1,2-Dibromoethane",nan,unknown,nan,HmdbProductionDegradation
18106,HMDB0001078,PMM1,producing,Mannose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
18304,HMDB0001532,POLE2,degrading,Deoxyadenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
18303,HMDB0001440,POLE2,degrading,dGTP,nan,unknown,nan,HmdbProductionDegradation
18302,HMDB0000998,POLE2,degrading,dCTP,nan,unknown,nan,HmdbProductionDegradation
18301,HMDB0001342,POLE2,degrading,Thymidine 5'-triphosphate,nan,unknown,nan,HmdbProductionDegradation
18375,HMDB0000208,P3H1,degrading,Oxoglutaric acid,nan,unknown,nan,HmdbProductionDegradation
18373,HMDB0000254,P3H1,degrading,Succinic acid,nan,unknown,nan,HmdbProductionDegradation
18370,HMDB0002273,PRODH,degrading,4-Hydroxy-L-glutamic acid,nan,unknown,nan,HmdbProductionDegradation
18367,HMDB0006556,PRODH,producing,L-4-Hydroxyglutamate semialdehyde,nan,unknown,nan,HmdbProductionDegradation
18347,HMDB0001338,ZDHHC2,degrading,Palmityl-CoA,nan,unknown,nan,HmdbProductionDegradation
18339,HMDB0005176,ALG6,degrading,Dolichol-20,nan,unknown,nan,HmdbProductionDegradation
18261,HMDB0001043,PLA2G1B,degrading,Arachidonic acid,nan,unknown,nan,HmdbProductionDegradation
18260,HMDB0000673,PLA2G1B,degrading,Linoleic acid,nan,unknown,nan,HmdbProductionDegradation
18259,HMDB0001388,PLA2G1B,degrading,alpha-Linolenic acid,nan,unknown,nan,HmdbProductionDegradation
18207,HMDB0060475,GOT2,producing,DL-Glutamate,nan,unknown,nan,HmdbProductionDegradation
18204,HMDB0000996,GOT2,degrading,3-Sulfinoalanine,nan,unknown,nan,HmdbProductionDegradation
18201,HMDB0060466,GOT2,producing,D-4-Hydroxy-2-oxoglutarate,nan,unknown,nan,HmdbProductionDegradation
18239,HMDB0000245,HMBS,degrading,Porphobilinogen,nan,unknown,nan,HmdbProductionDegradation
18226,HMDB0060522,GALNT11,degrading,UDP-N-acetyl-alpha-D-galactosamine,nan,unknown,nan,HmdbProductionDegradation
18223,HMDB0000538,DHX8,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
18221,HMDB0001341,DHX8,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
18215,HMDB0000684,GOT2,degrading,L-Kynurenine,nan,unknown,nan,HmdbProductionDegradation
18214,HMDB0000978,GOT2,producing,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",nan,unknown,nan,HmdbProductionDegradation
17256,HMDB0059617,DPH5,producing,2-(3-carboxy-3-(trimethylammonio)propyl)-L-histidine,nan,unknown,nan,HmdbProductionDegradation
17381,HMDB0060521,RRM2,degrading,Trypanothione disulfide,nan,unknown,nan,HmdbProductionDegradation
17380,HMDB0060520,RRM2,degrading,Trypanothione,nan,unknown,nan,HmdbProductionDegradation
17419,HMDB0001341,ATP13A5,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
17348,HMDB0001341,PNPT1,degrading,ADP,nan,unknown,nan,HmdbProductionDegradation
17560,HMDB0060390,PON2,degrading,4-Hydroxyphenyl acetate,nan,unknown,nan,HmdbProductionDegradation
17566,HMDB0000042,PON2,degrading,Acetic acid,nan,unknown,nan,HmdbProductionDegradation
17565,HMDB0001355,PON2,degrading,Parathion,nan,unknown,nan,HmdbProductionDegradation
17564,HMDB0001460,PON2,producing,Diethylthiophosphate,nan,unknown,nan,HmdbProductionDegradation
17563,HMDB0001232,PON2,producing,4-Nitrophenol,nan,unknown,nan,HmdbProductionDegradation
17562,HMDB0013035,PON2,degrading,Paraoxon,nan,unknown,nan,HmdbProductionDegradation
17561,HMDB0012209,PON2,producing,Diethylphosphate,nan,unknown,nan,HmdbProductionDegradation
17559,HMDB0002434,PON2,producing,Hydroquinone,nan,unknown,nan,HmdbProductionDegradation
17421,HMDB0000538,ATP13A5,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17347,HMDB0000295,PNPT1,degrading,Uridine 5'-diphosphate,nan,unknown,nan,HmdbProductionDegradation
17316,HMDB0011107,XDH,producing,7-Methyluric acid,nan,unknown,nan,HmdbProductionDegradation
17315,HMDB0015167,XDH,degrading,Mercaptopurine,nan,unknown,nan,HmdbProductionDegradation
17314,HMDB0060417,XDH,producing,6-Thiourate,nan,unknown,nan,HmdbProductionDegradation
17290,HMDB0001056,DHFR2,producing,Dihydrofolic acid,nan,unknown,nan,HmdbProductionDegradation
17318,HMDB0001982,XDH,producing,"3,7-Dimethyluric acid",nan,unknown,nan,HmdbProductionDegradation
17317,HMDB0001991,XDH,degrading,7-Methylxanthine,nan,unknown,nan,HmdbProductionDegradation
17319,HMDB0002825,XDH,degrading,Theobromine,nan,unknown,nan,HmdbProductionDegradation
17346,HMDB0001201,PNPT1,degrading,Guanosine diphosphate,nan,unknown,nan,HmdbProductionDegradation
17345,HMDB0001546,PNPT1,degrading,CDP,nan,unknown,nan,HmdbProductionDegradation
17342,HMDB0000902,SIRT3,degrading,NAD,nan,unknown,nan,HmdbProductionDegradation
17341,HMDB0001406,SIRT3,degrading,Niacinamide,nan,unknown,nan,HmdbProductionDegradation
17340,HMDB0059656,SIRT3,producing,O-acetyl-ADP-ribose,nan,unknown,nan,HmdbProductionDegradation
17320,HMDB0011103,XDH,producing,"1,7-Dimethyluric acid",nan,unknown,nan,HmdbProductionDegradation
17323,HMDB0010738,XDH,degrading,1-Methylxanthine,nan,unknown,nan,HmdbProductionDegradation
17322,HMDB0003099,XDH,producing,1-Methyluric acid,nan,unknown,nan,HmdbProductionDegradation
17321,HMDB0001860,XDH,degrading,Paraxanthine,nan,unknown,nan,HmdbProductionDegradation
17575,HMDB0001341,DDX60L,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
17577,HMDB0000538,DDX60L,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17856,HMDB0014813,FMO2,degrading,Tamoxifen,nan,unknown,nan,HmdbProductionDegradation
17855,HMDB0060513,FMO2,producing,Tamoxifen N-oxide,nan,unknown,nan,HmdbProductionDegradation
17829,HMDB0000538,CHD8,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17827,HMDB0001341,CHD8,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
17824,HMDB0001185,LIAS,degrading,S-Adenosylmethionine,nan,unknown,nan,HmdbProductionDegradation
17823,HMDB0000696,LIAS,degrading,L-Methionine,nan,unknown,nan,HmdbProductionDegradation
17822,HMDB0001983,LIAS,producing,5'-Deoxyadenosine,nan,unknown,nan,HmdbProductionDegradation
17821,HMDB0000538,WRN,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17819,HMDB0001341,WRN,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
17599,HMDB0003335,PFKM,producing,IDP,nan,unknown,nan,HmdbProductionDegradation
17606,HMDB0006873,PFKM,degrading,D-Tagatose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
17605,HMDB0006872,PFKM,producing,"D-Tagatose 1,6-bisphosphate",nan,unknown,nan,HmdbProductionDegradation
17604,HMDB0000082,PFKM,degrading,Cytidine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17603,HMDB0001546,PFKM,producing,CDP,nan,unknown,nan,HmdbProductionDegradation
17600,HMDB0000189,PFKM,degrading,Inosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
17598,HMDB0003971,PFKM,degrading,Beta-D-Fructose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
17586,HMDB0001068,TALDO1,degrading,D-Sedoheptulose 7-phosphate,nan,unknown,nan,HmdbProductionDegradation
17582,HMDB0003971,TALDO1,producing,Beta-D-Fructose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
17581,HMDB0001185,CAMKMT,degrading,S-Adenosylmethionine,nan,unknown,nan,HmdbProductionDegradation
17580,HMDB0000939,CAMKMT,degrading,S-Adenosylhomocysteine,nan,unknown,nan,HmdbProductionDegradation
17607,HMDB0001058,PFKM,producing,"Fructose 1,6-bisphosphate",nan,unknown,nan,HmdbProductionDegradation
17696,HMDB0002070,HOGA1,degrading,4-Hydroxy-2-oxoglutaric acid,nan,unknown,nan,HmdbProductionDegradation
15918,HMDB0037568,COMT,producing,"6-beta-D-Glucopyranosyl-4',5-dihydroxy-3',7-dimethoxyflavone",nan,unknown,nan,HmdbProductionDegradation
15916,HMDB0030802,COMT,degrading,Patuletin,nan,unknown,nan,HmdbProductionDegradation
13524,HMDB0001185,PRMT1,degrading,S-Adenosylmethionine,nan,unknown,nan,HmdbProductionDegradation
14499,HMDB0001273,IRGC,degrading,Guanosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
14497,HMDB0001201,IRGC,producing,Guanosine diphosphate,nan,unknown,nan,HmdbProductionDegradation
14478,HMDB0000781,HYAL2,degrading,N-Acetylgalactosamine 4-sulphate,nan,unknown,nan,HmdbProductionDegradation
14575,HMDB0001341,DDX19A,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
14620,HMDB0060475,GOT1,producing,DL-Glutamate,nan,unknown,nan,HmdbProductionDegradation
14617,HMDB0000996,GOT1,degrading,3-Sulfinoalanine,nan,unknown,nan,HmdbProductionDegradation
14614,HMDB0060466,GOT1,producing,D-4-Hydroxy-2-oxoglutarate,nan,unknown,nan,HmdbProductionDegradation
14578,HMDB0007788,PLCB4,producing,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
14577,HMDB0000538,DDX19A,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
14360,HMDB0014467,TK2,degrading,Floxuridine,nan,unknown,nan,HmdbProductionDegradation
14359,HMDB0060394,TK2,producing,5-Fluorodeoxyuridine monophosphate,nan,unknown,nan,HmdbProductionDegradation
14326,HMDB0060272,ALPI,degrading,4-Nitrophenyl phosphate,nan,unknown,nan,HmdbProductionDegradation
14325,HMDB0001232,ALPI,producing,4-Nitrophenol,nan,unknown,nan,HmdbProductionDegradation
14323,HMDB0002275,ALPI,producing,"7,8-Dihydroneopterin",nan,unknown,nan,HmdbProductionDegradation
14401,HMDB0060495,ASPA,degrading,N-Formyl-L-aspartate,nan,unknown,nan,HmdbProductionDegradation
14400,HMDB0000142,ASPA,producing,Formic acid,nan,unknown,nan,HmdbProductionDegradation
14844,HMDB0001018,XXYLT1,degrading,UDP-D-Xylose,nan,unknown,nan,HmdbProductionDegradation
14857,HMDB0000538,DDX19B,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
14855,HMDB0001341,DDX19B,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
14853,HMDB0001134,SULT6B1,degrading,Phosphoadenosine phosphosulfate,nan,unknown,nan,HmdbProductionDegradation
14852,HMDB0000248,SULT6B1,degrading,Thyroxine,nan,unknown,nan,HmdbProductionDegradation
14851,HMDB0000061,SULT6B1,producing,"Adenosine 3',5'-diphosphate",nan,unknown,nan,HmdbProductionDegradation
14843,HMDB0000295,XXYLT1,degrading,Uridine 5'-diphosphate,nan,unknown,nan,HmdbProductionDegradation
14871,HMDB0000296,APOBEC3H,producing,Uridine,nan,unknown,nan,HmdbProductionDegradation
14966,HMDB0011653,SLC27A5,degrading,"17alpha,20alpha-Dihydroxypregn-4-en-3-one",nan,unknown,nan,HmdbProductionDegradation
14964,HMDB0002178,SLC27A5,producing,"3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA",nan,unknown,nan,HmdbProductionDegradation
14962,HMDB0060304,SLC27A5,producing,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",nan,unknown,nan,HmdbProductionDegradation
14873,HMDB0000089,APOBEC3H,degrading,Cytidine,nan,unknown,nan,HmdbProductionDegradation
14883,HMDB0000538,CPS1,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
14880,HMDB0001341,CPS1,degrading,ADP,nan,unknown,nan,HmdbProductionDegradation
14669,HMDB0007788,LIPE,degrading,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",nan,unknown,nan,HmdbProductionDegradation
14667,HMDB0000131,LIPE,degrading,Glycerol,nan,unknown,nan,HmdbProductionDegradation
14642,HMDB0060405,CDA,degrading,5'-Deoxy-5-fluorocytidine,nan,unknown,nan,HmdbProductionDegradation
14641,HMDB0060406,CDA,producing,5'-Deoxy-5-fluorouridine,nan,unknown,nan,HmdbProductionDegradation
14633,HMDB0000629,CHST11,degrading,Chondroitin,nan,unknown,nan,HmdbProductionDegradation
