HMDB,MetName,Symbol,Receptor,DB,CellLoc,BSLoc,TissueLoc,Mode,comb,a.database,a.experiment,a.textmining,a.prediction
"""HMDB0001448""","""Sulfate""","""FZD7""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",499,499,0,0,0
"""HMDB0000050""","""Adenosine""","""SLC5A7""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""activation""",618,428,0,352,0
"""HMDB0000259""","""Serotonin""","""DRD4""","""gpcr""","""CellphoneMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",null,null,null,null,null
"""HMDB0000073""","""Dopamine""","""DRD4""","""gpcr""","""CellphoneMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0000073""","""Dopamine""","""DRD4""","""gpcr""","""NeuronchatMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0000068""","""Epinephrine""","""DRD4""","""gpcr""","""NeuronchatMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Eye Lens"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0000273""","""Thymidine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",205,205,0,0,0
"""HMDB0000181""","""L-Dopa""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Intestine"", ""Neuron"", ""Placenta"", ""Platelet"", ""Skeletal Muscle""]","""activation""",875,0,0,392,800
"""HMDB0015282""","""Desipramine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",491,280,0,313,0
"""HMDB0014328""","""Amphetamine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",625,275,0,384,207
"""HMDB0014323""","""Valsartan""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",417,259,0,236,0
"""HMDB0000990""","""Acetaldehyde""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",379,322,0,110,0
"""HMDB0013657""","""2-Arachidonyl Glycerol ether""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",289,205,0,131,0
"""HMDB0000895""","""Acetylcholine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",928,0,0,304,900
"""HMDB0000975""","""Trehalose""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","""binding""",322,322,0,0,0
"""HMDB0040987""","""(-)-Morphine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",482,332,101,186,0
"""HMDB0014680""","""Nortriptyline""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",412,286,0,201,0
"""HMDB0000073""","""Dopamine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",999,936,0,963,900
"""HMDB0015070""","""Oxymetazoline""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",270,270,0,0,0
"""HMDB0000870""","""Histamine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",935,204,0,236,900
"""HMDB0014600""","""Prazosin""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",497,413,0,167,0
"""HMDB0000220""","""Palmitic acid""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",467,322,0,236,0
"""HMDB0000050""","""Adenosine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",928,237,0,119,900
"""HMDB0035848""","""Monoacetoxyscirpenol""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",237,237,0,0,0
"""HMDB0000259""","""Serotonin""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""binding""",950,361,0,275,900
"""HMDB0015560""","""Thiothixene""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",620,532,0,0,211
"""HMDB0000123""","""Glycine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",352,283,0,123,0
"""HMDB0014794""","""Trazodone""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",416,367,0,103,0
"""HMDB0014844""","""Tamsulosin""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",325,325,0,0,0
"""HMDB0031404""","""Cyclohexylamine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Feces""]",null,"""binding""",307,307,0,0,0
"""HMDB0015559""","""Thioproperazine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",727,703,0,107,0
"""HMDB0000169""","""D-Mannose""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014683""","""Amoxapine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",957,770,122,0,800
"""HMDB0014620""","""Chlorpromazine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",972,850,0,117,800
"""HMDB0000216""","""Norepinephrine""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","""binding""",954,249,0,427,900
"""HMDB0032477""","""Polyoxyethylene 40 monostearate""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",287,287,0,0,0
"""HMDB0008923""","""PE(16:0/16:0)""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Feces""]","[""All Tissues"", ""Brain""]","""binding""",322,322,0,0,0
"""HMDB0000674""","""PA(16:0/16:0)""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood""]",null,"""binding""",322,322,0,0,0
"""HMDB0036565""","""beta-Ionone""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",322,322,0,0,0
"""HMDB0001358""","""Retinal""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014940""","""Alfentanil""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",273,273,0,0,0
"""HMDB0001217""","""4alpha-Methylzymosterol""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",928,309,0,0,900
"""HMDB0001442""","""Prostaglandin E1""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","""binding""",271,271,0,0,0
"""HMDB0004080""","""Anandamide""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""binding""",292,211,0,128,0
"""HMDB0004666""","""MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",910,126,0,0,900
"""HMDB0014466""","""Amitriptyline""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",345,286,0,109,0
"""HMDB0015267""","""Carvedilol""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0014677""","""Ciprofloxacin""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",282,282,0,0,0
"""HMDB0015477""","""Clenbuterol""","""DRD4""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",276,276,0,0,0
"""HMDB0033441""","""(±)-alpha-Narcotine""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0036587""","""Quassin""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0001218""","""Coumarin""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",900,0,0,0,900
"""HMDB0033439""","""(-)-alpha-Narcotine""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",908,0,0,110,900
"""HMDB0029943""","""Arbutin""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0031849""","""2-Ethylpyrazine""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0030023""","""Angeolide""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0035030""","""Amygdalin""","""TAS2R10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",912,0,0,152,900
"""HMDB0000259""","""Serotonin""","""HTR2B""","""gpcr""","""CellphoneMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",null,null,null,null,null
"""HMDB0000073""","""Dopamine""","""HTR2B""","""gpcr""","""CellphoneMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0000259""","""Serotonin""","""HTR2B""","""gpcr""","""NeuronchatMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",null,null,null,null,null
"""HMDB0000273""","""Thymidine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",205,205,0,0,0
"""HMDB0015282""","""Desipramine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",604,553,0,139,0
"""HMDB0014328""","""Amphetamine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",487,275,0,313,0
"""HMDB0014323""","""Valsartan""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",417,259,0,236,0
"""HMDB0000295""","""Uridine 5'-diphosphate""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Blood""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","""binding""",917,198,0,0,900
"""HMDB0000990""","""Acetaldehyde""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",322,322,0,0,0
"""HMDB0013657""","""2-Arachidonyl Glycerol ether""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",205,205,0,0,0
"""HMDB0000895""","""Acetylcholine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",932,0,0,343,900
"""HMDB0015069""","""Maprotiline""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",474,473,0,0,0
"""HMDB0000975""","""Trehalose""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","""binding""",322,322,0,0,0
"""HMDB0040987""","""(-)-Morphine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",382,332,101,0,0
"""HMDB0014680""","""Nortriptyline""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",653,624,0,103,0
"""HMDB0015070""","""Oxymetazoline""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",917,597,0,0,800
"""HMDB0000870""","""Histamine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",943,204,0,331,900
"""HMDB0014600""","""Prazosin""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",484,420,0,136,0
"""HMDB0000220""","""Palmitic acid""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",945,322,0,236,900
"""HMDB0000050""","""Adenosine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",237,237,0,0,0
"""HMDB0035848""","""Monoacetoxyscirpenol""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",237,237,0,0,0
"""HMDB0015273""","""Doxepin""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",800,0,0,0,800
"""HMDB0001452""","""Thromboxane A2""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Platelet"", ""Smooth Muscle""]","""inhibition""",921,0,0,236,900
"""HMDB0000073""","""Dopamine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",516,274,0,353,0
"""HMDB0000123""","""Glycine""","""HTR2B""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",283,283,0,0,0
